Transcript ID	Gene ID	Gene symbol	Gene description	Species ID	3P-seq tags	Representative transcript?
ENSMUST00000173816.3	ENSMUSG00000092473.3	Vmn1r180	vomeronasal 1 receptor 180 [Source:MGI Symbol;Acc:MGI:3033485]	10090	14	1
ENSMUST00000173824.2	ENSMUSG00000038943.11	Prc1	protein regulator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:1858961]	10090	542	1
ENSMUST00000173828.1	ENSMUSG00000070469.6	Adamtsl3	ADAMTS-like 3 [Source:MGI Symbol;Acc:MGI:3028499]	10090	37	1
ENSMUST00000173858.2	ENSMUSG00000015002.11	Efr3a	EFR3 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923990]	10090	11	0
ENSMUST00000173865.2	ENSMUSG00000073888.7	Ccl27a	chemokine (C-C motif) ligand 27A [Source:MGI Symbol;Acc:MGI:1343459]	10090	5	0
ENSMUST00000173867.2	ENSMUSG00000007739.5	Cct4	chaperonin containing Tcp1, subunit 4 (delta) [Source:MGI Symbol;Acc:MGI:104689]	10090	24836	1
ENSMUST00000173875.2	ENSMUSG00000006050.6	Sra1	steroid receptor RNA activator 1 [Source:MGI Symbol;Acc:MGI:1344414]	10090	2403	1
ENSMUST00000173886.1	ENSMUSG00000096761.1	Gm5726	predicted gene 5726 [Source:MGI Symbol;Acc:MGI:3644395]	10090	5	1
ENSMUST00000173932.2	ENSMUSG00000027971.11	Ndst4	N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4 [Source:MGI Symbol;Acc:MGI:1932545]	10090	6	1
ENSMUST00000173956.1	ENSMUSG00000092579.1	Vmn1r62	vomeronasal 1 receptor 62 [Source:MGI Symbol;Acc:MGI:3033471]	10090	5	1
ENSMUST00000173969.1	ENSMUSG00000091931.5	AK010878	cDNA sequence AK010878 [Source:MGI Symbol;Acc:MGI:4845848]	10090	73	1
ENSMUST00000173985.3	ENSMUSG00000024517.11	Grp	gastrin releasing peptide [Source:MGI Symbol;Acc:MGI:95833]	10090	13	1
ENSMUST00000173990.2	ENSMUSG00000021959.10	Lats2	large tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:1354386]	10090	7	0
ENSMUST00000174021.2	ENSMUSG00000042632.11	Pla2g6	phospholipase A2, group VI [Source:MGI Symbol;Acc:MGI:1859152]	10090	75	1
ENSMUST00000174024.2	ENSMUSG00000024387.8	Csnk2b	casein kinase 2, beta polypeptide [Source:MGI Symbol;Acc:MGI:88548]	10090	950	0
ENSMUST00000174030.2	ENSMUSG00000003662.5	Ciao1	cytosolic iron-sulfur protein assembly 1 [Source:MGI Symbol;Acc:MGI:1346998]	10090	1134	1
ENSMUST00000174042.2	ENSMUSG00000020875.9	Hoxb9	homeobox B9 [Source:MGI Symbol;Acc:MGI:96190]	10090	13	0
ENSMUST00000174055.1	ENSMUSG00000074289.5	Vmn1r173	vomeronasal 1 receptor 173 [Source:MGI Symbol;Acc:MGI:3645760]	10090	5	1
ENSMUST00000174056.2	ENSMUSG00000058537.3	AW822073	expressed sequence AW822073 [Source:MGI Symbol;Acc:MGI:3034577]	10090	5	1
ENSMUST00000174063.1	ENSMUSG00000053835.12	H2-T24	histocompatibility 2, T region locus 24 [Source:MGI Symbol;Acc:MGI:95958]	10090	577	1
ENSMUST00000174064.2	ENSMUSG00000002985.10	Apoe	apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]	10090	150432	1
ENSMUST00000174078.1	ENSMUSG00000041025.10	Iffo2	intermediate filament family orphan 2 [Source:MGI Symbol;Acc:MGI:2140675]	10090	867	1
ENSMUST00000174088.2	ENSMUSG00000092519.2	Actl9	actin-like 9 [Source:MGI Symbol;Acc:MGI:1916731]	10090	6	1
ENSMUST00000174120.1	ENSMUSG00000026028.7	Trak2	trafficking protein, kinesin binding 2 [Source:MGI Symbol;Acc:MGI:1918077]	10090	678	1
ENSMUST00000174122.1	ENSMUSG00000024228.7	Nudt12	nudix (nucleoside diphosphate linked moiety X)-type motif 12 [Source:MGI Symbol;Acc:MGI:1915243]	10090	5	0
ENSMUST00000174139.1	ENSMUSG00000092292.1	Olfr113	olfactory receptor 113 [Source:MGI Symbol;Acc:MGI:2177496]	10090	5	1
ENSMUST00000174143.1	ENSMUSG00000079495.2	Gm11128	predicted gene 11128 [Source:MGI Symbol;Acc:MGI:3779382]	10090	5	1
ENSMUST00000174149.2	ENSMUSG00000024856.5	Cdk2ap2	CDK2-associated protein 2 [Source:MGI Symbol;Acc:MGI:1098779]	10090	5	0
ENSMUST00000174158.1	ENSMUSG00000054054.2	Olfr309	olfactory receptor 309 [Source:MGI Symbol;Acc:MGI:3030143]	10090	5	1
ENSMUST00000174179.1	ENSMUSG00000079436.3	Kcnj13	potassium inwardly-rectifying channel, subfamily J, member 13 [Source:MGI Symbol;Acc:MGI:3781032]	10090	5	0
ENSMUST00000174190.1	ENSMUSG00000073414.3	G6b	immunoreceptor tyrosine-based inhibitory motif (ITIM) containing platelet receptor [Source:MGI Symbol;Acc:MGI:2146995]	10090	12	0
ENSMUST00000174195.2	ENSMUSG00000050747.9	Trim15	tripartite motif-containing 15 [Source:MGI Symbol;Acc:MGI:1916347]	10090	5	0
ENSMUST00000174202.2	ENSMUSG00000022514.9	Il1rap	interleukin 1 receptor accessory protein [Source:MGI Symbol;Acc:MGI:104975]	10090	914	1
ENSMUST00000174204.1	ENSMUSG00000062818.6	Vmn1r51	vomeronasal 1 receptor 51 [Source:MGI Symbol;Acc:MGI:1333759]	10090	5	1
ENSMUST00000174205.2	ENSMUSG00000039431.11	Mtmr7	myotubularin related protein 7 [Source:MGI Symbol;Acc:MGI:1891693]	10090	5	0
ENSMUST00000174229.2	ENSMUSG00000022394.9	L3mbtl2	l(3)mbt-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2443584]	10090	23	0
ENSMUST00000174236.2	ENSMUSG00000038843.12	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2 [Source:MGI Symbol;Acc:MGI:95676]	10090	306	1
ENSMUST00000174251.1	ENSMUSG00000012520.9	Phox2b	paired-like homeobox 2b [Source:MGI Symbol;Acc:MGI:1100882]	10090	5	0
ENSMUST00000174252.2	ENSMUSG00000069539.6	Scyl2	SCY1-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1289172]	10090	959	1
ENSMUST00000174257.1	ENSMUSG00000039377.6	Hlx	H2.0-like homeobox [Source:MGI Symbol;Acc:MGI:96109]	10090	55	0
ENSMUST00000174259.2	ENSMUSG00000022216.11	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Source:MGI Symbol;Acc:MGI:1096367]	10090	3970	1
ENSMUST00000174302.2	ENSMUSG00000020923.12	Ubtf	upstream binding transcription factor, RNA polymerase I [Source:MGI Symbol;Acc:MGI:98512]	10090	2923	1
ENSMUST00000174320.1	ENSMUSG00000096798.1	Gm6309	predicted gene 6309 [Source:MGI Symbol;Acc:MGI:3643357]	10090	5	1
ENSMUST00000174323.1	ENSMUSG00000028114.11	Mettl14	methyltransferase like 14 [Source:MGI Symbol;Acc:MGI:2442926]	10090	29	0
ENSMUST00000174364.1	ENSMUSG00000095837.1	Gm4141	predicted gene 4141 [Source:MGI Symbol;Acc:MGI:3782317]	10090	5	1
ENSMUST00000174368.2	ENSMUSG00000070847.6	Vmn2r30	vomeronasal 2, receptor 30 [Source:MGI Symbol;Acc:MGI:1316729]	10090	5	1
ENSMUST00000174370.2	ENSMUSG00000036962.7	Gm101	predicted gene 101 [Source:MGI Symbol;Acc:MGI:2684947]	10090	19	1
ENSMUST00000174379.1	ENSMUSG00000031562.10	Dctd	dCMP deaminase [Source:MGI Symbol;Acc:MGI:2444529]	10090	5	0
ENSMUST00000174388.1	ENSMUSG00000096658.1	Vmn2r39	vomeronasal 2, receptor 39 [Source:MGI Symbol;Acc:MGI:3704108]	10090	5	1
ENSMUST00000174391.2	ENSMUSG00000032423.7	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]	10090	2608	1
ENSMUST00000174397.2	ENSMUSG00000026586.11	Prrx1	paired related homeobox 1 [Source:MGI Symbol;Acc:MGI:97712]	10090	100	0
ENSMUST00000174407.1	ENSMUSG00000092416.1	Zfp141	zinc finger protein 141 [Source:MGI Symbol;Acc:MGI:3584269]	10090	243	1
ENSMUST00000174412.2	ENSMUSG00000086938.3	4930481A15Rik	RIKEN cDNA 4930481A15 gene [Source:MGI Symbol;Acc:MGI:1922181]	10090	147	1
ENSMUST00000174416.2	ENSMUSG00000078886.7	Gm2026	predicted gene 2026 [Source:MGI Symbol;Acc:MGI:3780195]	10090	5	1
ENSMUST00000174427.1	ENSMUSG00000031621.4	Isx	intestine specific homeobox [Source:MGI Symbol;Acc:MGI:1918847]	10090	7	0
ENSMUST00000174433.1	ENSMUSG00000096294.1	Gm10302	predicted gene 10302 [Source:MGI Symbol;Acc:MGI:3704281]	10090	5	1
ENSMUST00000174443.2	ENSMUSG00000066772.7	Obox3	oocyte specific homeobox 3 [Source:MGI Symbol;Acc:MGI:2149032]	10090	5	1
ENSMUST00000174451.1	ENSMUSG00000092297.1	Gm4214	predicted gene 4214 [Source:MGI Symbol;Acc:MGI:3782390]	10090	5	1
ENSMUST00000174456.2	ENSMUSG00000024462.12	Gabbr1	gamma-aminobutyric acid (GABA) B receptor, 1 [Source:MGI Symbol;Acc:MGI:1860139]	10090	145	0
ENSMUST00000174459.1	ENSMUSG00000090523.2	Gypc	glycophorin C [Source:MGI Symbol;Acc:MGI:1098566]	10090	158	1
ENSMUST00000174462.2	ENSMUSG00000060510.8	Zfp266	zinc finger protein 266 [Source:MGI Symbol;Acc:MGI:1924769]	10090	989	1
ENSMUST00000174479.2	ENSMUSG00000071454.8	Dtnb	dystrobrevin, beta [Source:MGI Symbol;Acc:MGI:1203728]	10090	43	0
ENSMUST00000174493.2	ENSMUSG00000007039.7	Ddah2	dimethylarginine dimethylaminohydrolase 2 [Source:MGI Symbol;Acc:MGI:1859016]	10090	295	1
ENSMUST00000174496.3	ENSMUSG00000015452.9	Ager	advanced glycosylation end product-specific receptor [Source:MGI Symbol;Acc:MGI:893592]	10090	334	1
ENSMUST00000174499.2	ENSMUSG00000053046.9	Brsk2	BR serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:1923020]	10090	8	1
ENSMUST00000174510.2	ENSMUSG00000009293.12	Ube2g2	ubiquitin-conjugating enzyme E2G 2 [Source:MGI Symbol;Acc:MGI:1343188]	10090	1548	1
ENSMUST00000174512.2	ENSMUSG00000055240.11	Zfp101	zinc finger protein 101 [Source:MGI Symbol;Acc:MGI:107547]	10090	5	0
ENSMUST00000174514.1	ENSMUSG00000024856.5	Cdk2ap2	CDK2-associated protein 2 [Source:MGI Symbol;Acc:MGI:1098779]	10090	5	0
ENSMUST00000174518.2	ENSMUSG00000053644.8	Aldh7a1	aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]	10090	2002	1
ENSMUST00000174524.2	ENSMUSG00000036036.10	Zfp57	zinc finger protein 57 [Source:MGI Symbol;Acc:MGI:99204]	10090	14	1
ENSMUST00000174525.2	ENSMUSG00000067235.9	H2-Q10	histocompatibility 2, Q region locus 10 [Source:MGI Symbol;Acc:MGI:95929]	10090	6249	1
ENSMUST00000174545.2	ENSMUSG00000021952.10	Xpo4	exportin 4 [Source:MGI Symbol;Acc:MGI:1888526]	10090	187	1
ENSMUST00000174548.2	ENSMUSG00000015165.11	Hnrnpl	heterogeneous nuclear ribonucleoprotein L [Source:MGI Symbol;Acc:MGI:104816]	10090	12183	1
ENSMUST00000174552.2	ENSMUSG00000048264.10	Dip2c	DIP2 disco-interacting protein 2 homolog C (Drosophila) [Source:MGI Symbol;Acc:MGI:1920179]	10090	50	1
ENSMUST00000174558.1	ENSMUSG00000092225.1	Gm2381	predicted gene 2381 [Source:MGI Symbol;Acc:MGI:3780549]	10090	14	1
ENSMUST00000174576.1	ENSMUSG00000096727.1	Psmb9	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2) [Source:MGI Symbol;Acc:MGI:1346526]	10090	66	1
ENSMUST00000174609.3	ENSMUSG00000008668.9	Rps18	ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]	10090	14	1
ENSMUST00000174616.2	ENSMUSG00000018906.9	P4ha2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide [Source:MGI Symbol;Acc:MGI:894286]	10090	322	1
ENSMUST00000174623.2	ENSMUSG00000028023.11	Pitx2	paired-like homeodomain transcription factor 2 [Source:MGI Symbol;Acc:MGI:109340]	10090	5	0
ENSMUST00000174637.1	ENSMUSG00000094748.1	Gm8677	predicted gene 8677 [Source:MGI Symbol;Acc:MGI:3646576]	10090	5	1
ENSMUST00000174641.2	ENSMUSG00000041444.9	Arhgap32	Rho GTPase activating protein 32 [Source:MGI Symbol;Acc:MGI:2450166]	10090	299	1
ENSMUST00000174643.1	ENSMUSG00000094700.1	Vmn1r158	vomeronasal 1 receptor 158 [Source:MGI Symbol;Acc:MGI:3646143]	10090	5	1
ENSMUST00000174651.1	ENSMUSG00000041716.7	Gm20604	predicted gene 20604 [Source:MGI Symbol;Acc:MGI:5305180]	10090	107	1
ENSMUST00000174664.1	ENSMUSG00000092345.1	Gm20503	predicted gene 20503 [Source:MGI Symbol;Acc:MGI:5141968]	10090	4612	1
ENSMUST00000174674.2	ENSMUSG00000068327.4	Tlx2	T cell leukemia, homeobox 2 [Source:MGI Symbol;Acc:MGI:1350935]	10090	5	1
ENSMUST00000174675.2	ENSMUSG00000081724.3	Olfr129	olfactory receptor 129 [Source:MGI Symbol;Acc:MGI:2177512]	10090	5	1
ENSMUST00000174698.1	ENSMUSG00000043940.9	Wdfy3	WD repeat and FYVE domain containing 3 [Source:MGI Symbol;Acc:MGI:1096875]	10090	6	0
ENSMUST00000174699.2	ENSMUSG00000073409.7	H2-Q6	histocompatibility 2, Q region locus 6 [Source:MGI Symbol;Acc:MGI:95935]	10090	5	1
ENSMUST00000174710.1	ENSMUSG00000002985.10	Apoe	apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]	10090	5	0
ENSMUST00000174742.1	ENSMUSG00000092342.1	Esp31	exocrine gland secreted peptide 31 [Source:MGI Symbol;Acc:MGI:5141981]	10090	5	1
ENSMUST00000174769.1	ENSMUSG00000033735.7	Spr	sepiapterin reductase [Source:MGI Symbol;Acc:MGI:103078]	10090	2331	1
ENSMUST00000174775.1	ENSMUSG00000095984.1	Gm4201	predicted gene 4201 [Source:MGI Symbol;Acc:MGI:3782378]	10090	5	1
ENSMUST00000174780.1	ENSMUSG00000037638.5	Zbtb42	zinc finger and BTB domain containing 42 [Source:MGI Symbol;Acc:MGI:3644133]	10090	75	1
ENSMUST00000174786.1	ENSMUSG00000038812.11	Trmt112	tRNA methyltransferase 11-2 [Source:MGI Symbol;Acc:MGI:1914924]	10090	88	1
ENSMUST00000174792.1	ENSMUSG00000029546.11	Uncx	UNC homeobox [Source:MGI Symbol;Acc:MGI:108013]	10090	5	0
ENSMUST00000174805.1	ENSMUSG00000024393.9	Prrc2a	proline-rich coiled-coil 2A [Source:MGI Symbol;Acc:MGI:1915467]	10090	51	1
ENSMUST00000174840.1	ENSMUSG00000039304.6	Tnfsf10	tumor necrosis factor (ligand) superfamily, member 10 [Source:MGI Symbol;Acc:MGI:107414]	10090	18	0
ENSMUST00000174849.2	ENSMUSG00000038500.10	Prr3	proline-rich polypeptide 3 [Source:MGI Symbol;Acc:MGI:1922460]	10090	5	0
ENSMUST00000174857.2	ENSMUSG00000020185.11	E2f7	E2F transcription factor 7 [Source:MGI Symbol;Acc:MGI:1289147]	10090	17	0
ENSMUST00000174863.2	ENSMUSG00000003662.5	Ciao1	cytosolic iron-sulfur protein assembly 1 [Source:MGI Symbol;Acc:MGI:1346998]	10090	5	0
ENSMUST00000174868.2	ENSMUSG00000039607.10	Rbms3	RNA binding motif, single stranded interacting protein [Source:MGI Symbol;Acc:MGI:2444477]	10090	289	0
ENSMUST00000174876.1	ENSMUSG00000092586.3	Ly6g6c	lymphocyte antigen 6 complex, locus G6C [Source:MGI Symbol;Acc:MGI:2148930]	10090	7	0
ENSMUST00000175665.2	ENSMUSG00000022112.9	Gpc5	glypican 5 [Source:MGI Symbol;Acc:MGI:1194894]	10090	5	0
ENSMUST00000175680.1	ENSMUSG00000049353.12	Rd3	retinal degeneration 3 [Source:MGI Symbol;Acc:MGI:1921273]	10090	11	1
ENSMUST00000175686.2	ENSMUSG00000002996.12	Hbp1	high mobility group box transcription factor 1 [Source:MGI Symbol;Acc:MGI:894659]	10090	5	0
ENSMUST00000175693.2	ENSMUSG00000034460.9	Six4	sine oculis-related homeobox 4 [Source:MGI Symbol;Acc:MGI:106034]	10090	13	0
ENSMUST00000175700.2	ENSMUSG00000041134.10	Cyyr1	cysteine and tyrosine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2152187]	10090	5	0
ENSMUST00000175716.1	ENSMUSG00000093451.1	Vmn1r24	vomeronasal 1 receptor 24 [Source:MGI Symbol;Acc:MGI:2159454]	10090	5	1
ENSMUST00000175724.2	ENSMUSG00000092049.3	Vmn2r4	vomeronasal 2, receptor 4 [Source:MGI Symbol;Acc:MGI:3648229]	10090	5	1
ENSMUST00000175743.2	ENSMUSG00000036138.11	Acaa1a	acetyl-Coenzyme A acyltransferase 1A [Source:MGI Symbol;Acc:MGI:2148491]	10090	5146	1
ENSMUST00000175744.2	ENSMUSG00000021972.9	Hmbox1	homeobox containing 1 [Source:MGI Symbol;Acc:MGI:2445066]	10090	7	0
ENSMUST00000175765.2	ENSMUSG00000032041.10	Tirap	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein [Source:MGI Symbol;Acc:MGI:2152213]	10090	257	1
ENSMUST00000175774.3	ENSMUSG00000008496.13	Pou2f2	POU domain, class 2, transcription factor 2 [Source:MGI Symbol;Acc:MGI:101897]	10090	8	1
ENSMUST00000175795.2	ENSMUSG00000031734.12	Irx3	Iroquois related homeobox 3 [Source:MGI Symbol;Acc:MGI:1197522]	10090	238	1
ENSMUST00000175805.3	ENSMUSG00000022361.9	Zhx1	zinc fingers and homeoboxes 1 [Source:MGI Symbol;Acc:MGI:109271]	10090	1775	1
ENSMUST00000175817.1	ENSMUSG00000093376.1	Vmn1r23	vomeronasal 1 receptor 23 [Source:MGI Symbol;Acc:MGI:2159460]	10090	5	1
ENSMUST00000175847.2	ENSMUSG00000021546.12	Hnrnpk	heterogeneous nuclear ribonucleoprotein K [Source:MGI Symbol;Acc:MGI:99894]	10090	5	0
ENSMUST00000175848.2	ENSMUSG00000020684.9	Rasl10b	RAS-like, family 10, member B [Source:MGI Symbol;Acc:MGI:2685575]	10090	745	1
ENSMUST00000175856.1	ENSMUSG00000044083.11	Efcab8	EF-hand calcium binding domain 8 [Source:MGI Symbol;Acc:MGI:3644206]	10090	15	1
ENSMUST00000175858.3	ENSMUSG00000022421.13	Nptxr	neuronal pentraxin receptor [Source:MGI Symbol;Acc:MGI:1920590]	10090	38	1
ENSMUST00000175905.2	ENSMUSG00000021972.9	Hmbox1	homeobox containing 1 [Source:MGI Symbol;Acc:MGI:2445066]	10090	5	0
ENSMUST00000175911.2	ENSMUSG00000028059.9	Arhgef2	rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:103264]	10090	5	0
ENSMUST00000175916.2	ENSMUSG00000010175.8	Prox1	prospero homeobox 1 [Source:MGI Symbol;Acc:MGI:97772]	10090	626	1
ENSMUST00000175934.2	ENSMUSG00000024613.11	Tcof1	Treacher Collins Franceschetti syndrome 1, homolog [Source:MGI Symbol;Acc:MGI:892003]	10090	32	1
ENSMUST00000175941.2	ENSMUSG00000043456.11	Zfp536	zinc finger protein 536 [Source:MGI Symbol;Acc:MGI:1926102]	10090	5	1
ENSMUST00000175955.3	ENSMUSG00000093668.3	Pou5f2	POU domain class 5, transcription factor 2 [Source:MGI Symbol;Acc:MGI:1922757]	10090	5	1
ENSMUST00000175962.1	ENSMUSG00000032827.10	Ppp1r9a	protein phosphatase 1, regulatory (inhibitor) subunit 9A [Source:MGI Symbol;Acc:MGI:2442401]	10090	9	0
ENSMUST00000175965.3	ENSMUSG00000045991.13	Onecut2	one cut domain, family member 2 [Source:MGI Symbol;Acc:MGI:1891408]	10090	387	1
ENSMUST00000175974.1	ENSMUSG00000057068.10	Fam47e	family with sequence similarity 47, member E [Source:MGI Symbol;Acc:MGI:2686227]	10090	140	1
ENSMUST00000175987.1	ENSMUSG00000031910.9	Has3	hyaluronan synthase 3 [Source:MGI Symbol;Acc:MGI:109599]	10090	5	0
ENSMUST00000175988.1	ENSMUSG00000059375.3	Vmn1r33	vomeronasal 1 receptor 33 [Source:MGI Symbol;Acc:MGI:2159450]	10090	5	1
ENSMUST00000175996.2	ENSMUSG00000045658.11	Pid1	phosphotyrosine interaction domain containing 1 [Source:MGI Symbol;Acc:MGI:2138391]	10090	11	0
ENSMUST00000176047.2	ENSMUSG00000028710.11	Atpaf1	ATP synthase mitochondrial F1 complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:2180560]	10090	222	1
ENSMUST00000176059.1	ENSMUSG00000093769.3	Hist2h3c1	histone cluster 2, H3c1 [Source:MGI Symbol;Acc:MGI:2448355]	10090	313	1
ENSMUST00000176072.2	ENSMUSG00000011832.10	Evi5l	ecotropic viral integration site 5 like [Source:MGI Symbol;Acc:MGI:2442167]	10090	135	1
ENSMUST00000176073.1	ENSMUSG00000093785.1	Vmn1r10	vomeronasal 1 receptor 10 [Source:MGI Symbol;Acc:MGI:2148522]	10090	5	1
ENSMUST00000176074.2	ENSMUSG00000010601.8	Apol7a	apolipoprotein L 7a [Source:MGI Symbol;Acc:MGI:1923011]	10090	423	1
ENSMUST00000176081.2	ENSMUSG00000038805.10	Six3	sine oculis-related homeobox 3 [Source:MGI Symbol;Acc:MGI:102764]	10090	5	0
ENSMUST00000176085.1	ENSMUSG00000093679.1	Vmn1r20	vomeronasal 1 receptor 20 [Source:MGI Symbol;Acc:MGI:3644381]	10090	5	1
ENSMUST00000176102.2	ENSMUSG00000056459.9	Zbtb25	zinc finger and BTB domain containing 25 [Source:MGI Symbol;Acc:MGI:99197]	10090	270	1
ENSMUST00000176103.2	ENSMUSG00000002996.12	Hbp1	high mobility group box transcription factor 1 [Source:MGI Symbol;Acc:MGI:894659]	10090	25	0
ENSMUST00000176121.1	ENSMUSG00000093632.1	Vmn1r38	vomeronasal 1 receptor 38 [Source:MGI Symbol;Acc:MGI:2159445]	10090	5	1
ENSMUST00000176128.2	ENSMUSG00000021972.9	Hmbox1	homeobox containing 1 [Source:MGI Symbol;Acc:MGI:2445066]	10090	25	0
ENSMUST00000176161.2	ENSMUSG00000022053.8	Ebf2	early B cell factor 2 [Source:MGI Symbol;Acc:MGI:894332]	10090	67	1
ENSMUST00000176163.2	ENSMUSG00000096225.3	Lhx8	LIM homeobox protein 8 [Source:MGI Symbol;Acc:MGI:1096343]	10090	5	0
ENSMUST00000176176.2	ENSMUSG00000050954.10	Zfp169	zinc finger protein 169 [Source:MGI Symbol;Acc:MGI:1915161]	10090	25	1
ENSMUST00000176177.1	ENSMUSG00000093379.2	Vmn1r31	vomeronasal 1 receptor 31 [Source:MGI Symbol;Acc:MGI:3649162]	10090	5	1
ENSMUST00000176194.2	ENSMUSG00000029055.12	Plch2	phospholipase C, eta 2 [Source:MGI Symbol;Acc:MGI:2443078]	10090	34	1
ENSMUST00000176200.2	ENSMUSG00000063320.6	1190007I07Rik	RIKEN cDNA 1190007I07 gene [Source:MGI Symbol;Acc:MGI:3698433]	10090	333	1
ENSMUST00000176204.2	ENSMUSG00000092035.3	Peg10	paternally expressed 10 [Source:MGI Symbol;Acc:MGI:2157785]	10090	1687	1
ENSMUST00000176216.3	ENSMUSG00000029705.12	Cux1	cut-like homeobox 1 [Source:MGI Symbol;Acc:MGI:88568]	10090	197	0
ENSMUST00000176219.2	ENSMUSG00000033697.10	Arhgap39	Rho GTPase activating protein 39 [Source:MGI Symbol;Acc:MGI:107858]	10090	5	0
ENSMUST00000176228.1	ENSMUSG00000019997.6	Ctgf	connective tissue growth factor [Source:MGI Symbol;Acc:MGI:95537]	10090	1003	1
ENSMUST00000176250.1	ENSMUSG00000032336.12	Nptn	neuroplastin [Source:MGI Symbol;Acc:MGI:108077]	10090	4527	1
ENSMUST00000176252.1	ENSMUSG00000093696.1	Vmn1r7	vomeronasal 1 receptor 7 [Source:MGI Symbol;Acc:MGI:2159467]	10090	5	1
ENSMUST00000176261.1	ENSMUSG00000003518.8	Dusp3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related) [Source:MGI Symbol;Acc:MGI:1919599]	10090	5	0
ENSMUST00000176274.1	ENSMUSG00000053929.11	Cyhr1	cysteine and histidine rich 1 [Source:MGI Symbol;Acc:MGI:1859320]	10090	298	1
ENSMUST00000176276.2	ENSMUSG00000070568.5	1700039E15Rik	RIKEN cDNA 1700039E15 gene [Source:MGI Symbol;Acc:MGI:1923963]	10090	5	1
ENSMUST00000176286.2	ENSMUSG00000031970.11	Dbndd1	dysbindin (dystrobrevin binding protein 1) domain containing 1 [Source:MGI Symbol;Acc:MGI:1919435]	10090	7	0
ENSMUST00000176287.1	ENSMUSG00000056487.8	Mettl7a2	methyltransferase like 7A2 [Source:MGI Symbol;Acc:MGI:3026615]	10090	1194	1
ENSMUST00000176309.2	ENSMUSG00000052534.10	Pbx1	pre B cell leukemia homeobox 1 [Source:MGI Symbol;Acc:MGI:97495]	10090	67	0
ENSMUST00000176325.2	ENSMUSG00000009585.12	Apobec3	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3 [Source:MGI Symbol;Acc:MGI:1933111]	10090	99	1
ENSMUST00000176328.2	ENSMUSG00000091572.3	Vmn2r3	vomeronasal 2, receptor 3 [Source:MGI Symbol;Acc:MGI:3643995]	10090	5	1
ENSMUST00000176347.1	ENSMUSG00000002233.8	Rhoc	ras homolog gene family, member C [Source:MGI Symbol;Acc:MGI:106028]	10090	2296	1
ENSMUST00000176349.2	ENSMUSG00000032058.9	Ppp2r1b	protein phosphatase 2, regulatory subunit A, beta [Source:MGI Symbol;Acc:MGI:1920949]	10090	6	0
ENSMUST00000176350.2	ENSMUSG00000032567.9	Aste1	asteroid homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1913845]	10090	5	0
ENSMUST00000176369.1	ENSMUSG00000078698.3	Mrgpra3	MAS-related GPR, member A3 [Source:MGI Symbol;Acc:MGI:2684085]	10090	5	1
ENSMUST00000176376.1	ENSMUSG00000093692.1	Vmn1r14	vomeronasal 1 receptor 14 [Source:MGI Symbol;Acc:MGI:2148528]	10090	5	1
ENSMUST00000176381.2	ENSMUSG00000010110.12	Stx5a	syntaxin 5A [Source:MGI Symbol;Acc:MGI:1928483]	10090	5050	1
ENSMUST00000176383.2	ENSMUSG00000025255.13	Zfhx4	zinc finger homeodomain 4 [Source:MGI Symbol;Acc:MGI:2137668]	10090	464	1
ENSMUST00000176395.1	ENSMUSG00000093411.1	Vmn1r17	vomeronasal 1 receptor 17 [Source:MGI Symbol;Acc:MGI:2159452]	10090	5	1
ENSMUST00000176403.2	ENSMUSG00000049719.9	Prss46	protease, serine 46 [Source:MGI Symbol;Acc:MGI:1921556]	10090	5	1
ENSMUST00000176408.2	ENSMUSG00000008496.13	Pou2f2	POU domain, class 2, transcription factor 2 [Source:MGI Symbol;Acc:MGI:101897]	10090	5	0
